Episode,Average_Score,Average_Lines,Epsilon,Loss
12400,15.418500000000058,0.52,0.049999124186081836,0.2417415976524353
12500,15.501000000000051,0.52,0.049999124186081836,0.15448997914791107
12600,14.728500000000047,0.45,0.049999124186081836,0.1284702718257904
12700,15.317500000000052,0.52,0.049999124186081836,0.13581086695194244
12800,14.007000000000046,0.38,0.049999124186081836,0.21688801050186157
12900,13.574500000000034,0.38,0.049999124186081836,0.08573293685913086
13000,13.707500000000039,0.36,0.049999124186081836,0.1319645494222641
13100,15.025500000000044,0.46,0.049999124186081836,0.08166021853685379
13200,15.883000000000056,0.52,0.049999124186081836,0.09751015156507492
13300,16.286000000000072,0.54,0.049999124186081836,0.05344152823090553
13400,17.204000000000075,0.58,0.049999124186081836,0.10055381059646606
13500,17.028500000000076,0.59,0.049999124186081836,0.08743096143007278
13600,16.229500000000066,0.49,0.049999124186081836,0.06505701690912247
13700,15.793500000000066,0.5,0.049999124186081836,0.08247342705726624
13800,16.99550000000007,0.57,0.049999124186081836,0.06386614590883255
13900,15.534000000000058,0.53,0.049999124186081836,0.06105072796344757
14000,17.434000000000072,0.67,0.049999124186081836,0.0527048334479332
14100,17.418000000000077,0.64,0.049999124186081836,0.038783326745033264
14200,15.631500000000058,0.49,0.049999124186081836,0.03709352761507034
14300,16.099000000000057,0.54,0.049999124186081836,0.03809764236211777
14400,17.556500000000074,0.68,0.049999124186081836,0.04105912521481514
14500,15.791500000000065,0.55,0.049999124186081836,0.050479479134082794
14600,16.60750000000007,0.6,0.049999124186081836,0.06323620676994324
14700,17.691500000000087,0.68,0.049999124186081836,0.045703157782554626
14800,17.754500000000075,0.66,0.049999124186081836,0.03520188480615616
14900,16.659500000000072,0.55,0.049999124186081836,0.23849649727344513
15000,16.69600000000007,0.57,0.049999124186081836,0.03377794474363327
15100,17.22850000000008,0.65,0.049999124186081836,0.03749419003725052
15200,15.965500000000066,0.56,0.049999124186081836,0.03616219758987427
15300,17.037000000000077,0.63,0.049999124186081836,0.06512484699487686
15400,17.111000000000075,0.68,0.049999124186081836,0.08082740753889084
15500,17.48700000000008,0.66,0.049999124186081836,0.2565728425979614
15600,17.02100000000007,0.62,0.049999124186081836,0.042727209627628326
15700,16.103000000000065,0.58,0.049999124186081836,0.0664263665676117
15800,16.607000000000074,0.59,0.049999124186081836,0.042572516947984695
15900,15.544500000000058,0.53,0.049999124186081836,0.12092949450016022
16000,15.121500000000056,0.48,0.049999124186081836,0.06359828263521194
16100,17.07900000000008,0.6,0.049999124186081836,0.033558815717697144
16200,16.906500000000072,0.57,0.049999124186081836,0.050736770033836365
16300,18.082000000000086,0.68,0.049999124186081836,0.05111699923872948
16400,17.208500000000072,0.64,0.049999124186081836,0.043409548699855804
16500,17.75150000000008,0.68,0.049999124186081836,0.0541677288711071
16600,15.865500000000063,0.55,0.049999124186081836,0.08274737745523453
16700,16.903500000000076,0.59,0.049999124186081836,0.027693718671798706
16800,17.829000000000086,0.62,0.049999124186081836,0.030557461082935333
16900,17.19600000000008,0.6,0.049999124186081836,0.030079588294029236
17000,17.39400000000008,0.65,0.049999124186081836,0.23408252000808716
17100,17.873000000000083,0.68,0.049999124186081836,0.05381232872605324
17200,16.914000000000076,0.6,0.049999124186081836,0.03306478634476662
17300,17.220500000000076,0.63,0.049999124186081836,0.051464855670928955
17400,16.723500000000072,0.61,0.049999124186081836,0.036203958094120026
17500,15.270000000000064,0.52,0.049999124186081836,0.04988423362374306
17600,17.14300000000008,0.59,0.049999124186081836,0.04249507933855057
17700,17.259000000000086,0.59,0.049999124186081836,0.11744411289691925
17800,18.476500000000087,0.71,0.049999124186081836,0.07964399456977844
17900,17.606000000000083,0.68,0.049999124186081836,0.03152810037136078
18000,16.72650000000008,0.61,0.049999124186081836,0.3642084300518036
18100,16.075500000000073,0.56,0.049999124186081836,0.09774215519428253
18200,16.05900000000007,0.56,0.049999124186081836,0.06484980881214142
18300,17.34250000000008,0.66,0.049999124186081836,0.04733362793922424
18400,16.71250000000007,0.61,0.049999124186081836,0.031386494636535645
18500,15.243500000000061,0.5,0.049999124186081836,0.038350701332092285
18600,16.18400000000007,0.59,0.049999124186081836,0.03048914670944214
18700,17.865500000000083,0.67,0.049999124186081836,0.04407434165477753
18800,18.098000000000084,0.67,0.049999124186081836,0.09675315022468567
18900,16.47450000000007,0.54,0.049999124186081836,0.0425584614276886
19000,16.69000000000007,0.55,0.049999124186081836,0.09270848333835602
19100,17.11450000000008,0.63,0.049999124186081836,0.037117160856723785
19200,17.16050000000008,0.6,0.049999124186081836,0.02518836036324501
19300,16.242500000000067,0.52,0.049999124186081836,0.07862742245197296
19400,15.963500000000066,0.49,0.049999124186081836,0.035267651081085205
19500,17.336500000000083,0.62,0.049999124186081836,0.03372367098927498
19600,17.24400000000008,0.6,0.049999124186081836,0.07741597294807434
19700,17.644500000000082,0.64,0.049999124186081836,0.0343489870429039
19800,16.92200000000007,0.57,0.049999124186081836,0.033351581543684006
19900,17.632500000000082,0.65,0.049999124186081836,0.05261269956827164
20000,16.842500000000072,0.57,0.049999124186081836,0.044564053416252136
20100,17.034500000000076,0.58,0.049999124186081836,0.0386626198887825
20200,17.72750000000008,0.65,0.049999124186081836,0.03385678678750992
20300,16.68200000000007,0.55,0.049999124186081836,0.021771814674139023
20400,16.280000000000065,0.57,0.049999124186081836,0.041286639869213104
20500,16.66750000000007,0.57,0.049999124186081836,0.47923535108566284
20600,17.752000000000073,0.65,0.049999124186081836,0.028490349650382996
20700,17.165500000000076,0.66,0.049999124186081836,0.05427470803260803
20800,16.277500000000067,0.57,0.049999124186081836,0.037733763456344604
20900,17.307500000000076,0.66,0.049999124186081836,0.033347487449645996
21000,16.76100000000007,0.64,0.049999124186081836,0.08068853616714478
21100,16.948500000000074,0.62,0.049999124186081836,0.03526248037815094
21200,16.461000000000066,0.52,0.049999124186081836,0.06512689590454102
21300,17.255500000000076,0.63,0.049999124186081836,0.027240168303251266
21400,17.67950000000008,0.64,0.049999124186081836,0.018610218539834023
21500,16.41400000000007,0.52,0.049999124186081836,0.0976969450712204
21600,16.978000000000076,0.54,0.049999124186081836,0.07104036211967468
21700,16.266500000000068,0.57,0.049999124186081836,0.0495891310274601
21800,16.067500000000067,0.57,0.049999124186081836,0.03304913640022278
21900,15.910000000000064,0.58,0.049999124186081836,0.08319982141256332
22000,15.786500000000064,0.57,0.049999124186081836,0.05093121901154518
22100,16.27200000000007,0.51,0.049999124186081836,0.06099626421928406
22200,17.483500000000078,0.68,0.049999124186081836,0.031256064772605896
22300,16.27200000000007,0.53,0.049999124186081836,0.03249163180589676
22400,17.670500000000082,0.65,0.049999124186081836,0.02830660715699196
22500,17.699500000000086,0.64,0.049999124186081836,0.03764887526631355
22600,17.335500000000074,0.67,0.049999124186081836,0.02682294324040413
22700,16.64900000000007,0.62,0.049999124186081836,0.09423089027404785
22800,17.182500000000076,0.61,0.049999124186081836,0.046806249767541885
22900,16.91550000000007,0.61,0.049999124186081836,0.10199469327926636
23000,17.28000000000007,0.63,0.049999124186081836,0.035779230296611786
23100,16.827000000000073,0.61,0.049999124186081836,0.04223252460360527
23200,16.40250000000006,0.58,0.049999124186081836,0.05256497859954834
23300,17.169500000000085,0.62,0.049999124186081836,0.06484764069318771
23400,16.974500000000077,0.57,0.049999124186081836,0.06168513000011444
23500,17.13800000000007,0.64,0.049999124186081836,0.06442126631736755
23600,18.116000000000085,0.66,0.049999124186081836,0.04614084213972092
23700,17.47700000000008,0.68,0.049999124186081836,0.04130847752094269
23800,17.188500000000076,0.62,0.049999124186081836,0.0561976283788681
23900,16.62050000000007,0.54,0.049999124186081836,0.04328911006450653
24000,16.480500000000067,0.58,0.049999124186081836,0.037012021988630295
24100,17.134000000000075,0.63,0.049999124186081836,0.04827532172203064
24200,18.856500000000096,0.73,0.049999124186081836,0.07290775328874588
24300,16.502500000000072,0.56,0.049999124186081836,0.019525347277522087
24400,17.365000000000084,0.6,0.049999124186081836,0.29487618803977966
24500,17.068000000000076,0.55,0.049999124186081836,0.10446566343307495
24600,18.679000000000087,0.71,0.049999124186081836,0.6536134481430054
24700,16.519000000000073,0.56,0.049999124186081836,0.03213973343372345
24800,18.81600000000009,0.75,0.049999124186081836,0.046453945338726044
24900,18.20700000000009,0.66,0.049999124186081836,0.03567273169755936
25000,17.751000000000086,0.62,0.049999124186081836,0.03300883620977402
25100,17.51700000000008,0.58,0.049999124186081836,0.026719752699136734
25200,18.04950000000009,0.63,0.049999124186081836,0.4674614667892456
25300,17.059500000000074,0.55,0.049999124186081836,0.033324748277664185
25400,18.224500000000088,0.7,0.049999124186081836,0.03569817543029785
25500,16.17550000000007,0.52,0.049999124186081836,0.029541335999965668
25600,16.68750000000007,0.56,0.049999124186081836,0.025764236226677895
25700,17.174000000000085,0.58,0.049999124186081836,0.035864681005477905
25800,17.103500000000082,0.59,0.049999124186081836,0.03160020709037781
25900,16.604000000000074,0.56,0.049999124186081836,0.09292818605899811
26000,17.275500000000076,0.66,0.049999124186081836,0.06850425899028778
26100,15.084500000000057,0.45,0.049999124186081836,0.15749871730804443
26200,16.629000000000072,0.57,0.049999124186081836,0.035586901009082794
26300,17.18050000000008,0.59,0.049999124186081836,0.028630483895540237
26400,15.834000000000065,0.53,0.049999124186081836,0.07718338817358017
26500,16.994000000000074,0.59,0.049999124186081836,0.026171891018748283
26600,16.85750000000007,0.54,0.049999124186081836,0.03499600291252136
26700,17.160000000000075,0.58,0.049999124186081836,0.0635588988661766
26800,14.218000000000044,0.43,0.049999124186081836,0.043563537299633026
26900,15.431500000000058,0.47,0.049999124186081836,0.03327732905745506
27000,16.569000000000074,0.53,0.049999124186081836,0.06709404289722443
27100,16.599500000000067,0.55,0.049999124186081836,0.03626611828804016
27200,16.875000000000075,0.55,0.049999124186081836,0.2558066248893738
27300,16.227000000000068,0.5,0.049999124186081836,0.04627329856157303
27400,16.363500000000066,0.53,0.049999124186081836,0.05257537215948105
27500,15.65400000000006,0.52,0.049999124186081836,0.05133448913693428
27600,15.010000000000048,0.52,0.049999124186081836,0.03598390892148018
27700,16.483000000000064,0.58,0.049999124186081836,0.03304702788591385
27800,15.96050000000006,0.52,0.049999124186081836,0.04154112562537193
27900,15.367500000000057,0.48,0.049999124186081836,0.08926668763160706
28000,16.183000000000067,0.49,0.049999124186081836,0.04920617863535881
28100,17.59100000000008,0.62,0.049999124186081836,0.04824123531579971
28200,16.06050000000007,0.5,0.049999124186081836,0.0406343936920166
28300,16.542000000000073,0.53,0.049999124186081836,0.02656400576233864
28400,15.952000000000066,0.48,0.049999124186081836,0.05054841190576553
28500,17.739000000000082,0.55,0.049999124186081836,0.03271402418613434
28600,15.734500000000061,0.48,0.049999124186081836,0.04801458120346069
28700,15.915000000000063,0.52,0.049999124186081836,0.0918261855840683
28800,16.282000000000068,0.5,0.049999124186081836,0.03656809404492378
28900,16.773000000000078,0.57,0.049999124186081836,0.028609050437808037
29000,15.28150000000006,0.48,0.049999124186081836,0.08858856558799744
29100,16.990000000000077,0.55,0.049999124186081836,0.0409136638045311
29200,17.280000000000076,0.6,0.049999124186081836,0.025557857006788254
29300,17.00900000000007,0.54,0.049999124186081836,0.035777393728494644
29400,16.307000000000063,0.53,0.049999124186081836,0.08454771339893341
29500,16.953500000000073,0.56,0.049999124186081836,0.06338512897491455
29600,15.695000000000059,0.52,0.049999124186081836,0.027072537690401077
29700,15.472000000000062,0.46,0.049999124186081836,0.02731475606560707
29800,16.64200000000007,0.56,0.049999124186081836,0.03235602378845215
29900,15.981500000000064,0.46,0.049999124186081836,0.04164385423064232
30000,16.501000000000065,0.49,0.049999124186081836,0.04628779739141464
30100,16.76550000000007,0.52,0.049999124186081836,0.04110362380743027
30200,16.743000000000066,0.5,0.049999124186081836,0.031971998512744904
30300,16.861500000000074,0.5,0.049999124186081836,0.03509530425071716
30400,17.62750000000008,0.54,0.049999124186081836,0.026684138923883438
30500,16.899000000000072,0.55,0.049999124186081836,0.021201979368925095
30600,17.739000000000082,0.58,0.049999124186081836,0.03411508724093437
30700,16.915000000000077,0.52,0.049999124186081836,0.035585977137088776
30800,17.525000000000084,0.59,0.049999124186081836,0.05244848504662514
30900,17.088500000000078,0.55,0.049999124186081836,0.045648589730262756
31000,17.230000000000082,0.57,0.049999124186081836,0.05867631360888481
31100,16.461000000000073,0.53,0.049999124186081836,0.03428918495774269
31200,16.555000000000067,0.54,0.049999124186081836,0.03128206729888916
31300,17.316000000000077,0.62,0.049999124186081836,0.043582431972026825
31400,16.64800000000007,0.54,0.049999124186081836,0.053577154874801636
31500,17.799500000000084,0.65,0.049999124186081836,0.5404170751571655
31600,16.76500000000008,0.58,0.049999124186081836,0.07819284498691559
31700,17.289500000000075,0.57,0.049999124186081836,0.04599465802311897
31800,17.18050000000008,0.61,0.049999124186081836,0.060723334550857544
31900,17.635000000000083,0.57,0.049999124186081836,0.041972726583480835
32000,19.079500000000095,0.73,0.049999124186081836,0.02961861714720726
32100,16.568000000000076,0.55,0.049999124186081836,0.0443078987300396
32200,16.144000000000073,0.48,0.049999124186081836,0.05436820536851883
32300,17.741500000000084,0.59,0.049999124186081836,0.030233586207032204
32400,17.06700000000008,0.56,0.049999124186081836,0.059552423655986786
32500,15.113000000000058,0.45,0.049999124186081836,0.027648460119962692
32600,17.413000000000082,0.6,0.049999124186081836,0.030847156420350075
32700,17.09850000000008,0.53,0.049999124186081836,0.02757028490304947
32800,16.43850000000007,0.52,0.049999124186081836,0.03035251423716545
32900,17.077000000000076,0.54,0.049999124186081836,0.042585697025060654
33000,17.623500000000078,0.64,0.049999124186081836,0.4553813636302948
33100,18.03750000000009,0.64,0.049999124186081836,0.03975469991564751
33200,15.692500000000061,0.5,0.049999124186081836,0.02017385885119438
33300,17.776500000000084,0.67,0.049999124186081836,0.05209987983107567
33400,15.405000000000054,0.47,0.049999124186081836,0.025338297709822655
33500,16.69400000000007,0.53,0.049999124186081836,0.03802186995744705
33600,16.45250000000007,0.54,0.049999124186081836,0.038224730640649796
33700,16.840500000000073,0.52,0.049999124186081836,0.23766203224658966
33800,18.046000000000085,0.61,0.049999124186081836,0.0353550910949707
33900,15.699000000000064,0.47,0.049999124186081836,0.3691169023513794
34000,16.60700000000007,0.52,0.049999124186081836,0.03458957001566887
34100,17.561500000000084,0.6,0.049999124186081836,0.031109068542718887
34200,17.786500000000082,0.6,0.049999124186081836,0.03516320139169693
34300,17.829000000000086,0.58,0.049999124186081836,0.015706265345215797
34400,16.833000000000073,0.55,0.049999124186081836,0.04889708012342453
34500,17.14300000000007,0.55,0.049999124186081836,0.033423930406570435
34600,17.82700000000009,0.65,0.049999124186081836,0.026312634348869324
34700,17.703500000000076,0.57,0.049999124186081836,0.03787922114133835
34800,18.908000000000087,0.72,0.049999124186081836,0.04233970865607262
34900,18.769500000000093,0.76,0.049999124186081836,0.040954723954200745
35000,17.07350000000007,0.61,0.049999124186081836,0.027304645627737045
35100,16.628000000000068,0.56,0.049999124186081836,0.038520798087120056
35200,17.280000000000076,0.66,0.049999124186081836,0.16486917436122894
35300,16.322500000000062,0.52,0.049999124186081836,0.03672918304800987
35400,16.821500000000075,0.57,0.049999124186081836,0.05483071133494377
35500,17.485000000000078,0.6,0.049999124186081836,0.026958512142300606
35600,17.78050000000009,0.66,0.049999124186081836,0.037279460579156876
35700,17.290500000000083,0.64,0.049999124186081836,0.04723019897937775
35800,17.23400000000008,0.62,0.049999124186081836,0.06369928270578384
35900,17.416500000000077,0.66,0.049999124186081836,0.02062629535794258
36000,16.257000000000065,0.58,0.049999124186081836,0.02011778950691223
36100,18.27450000000009,0.69,0.049999124186081836,0.04660345986485481
36200,17.459000000000078,0.64,0.049999124186081836,0.1819792091846466
36300,18.30650000000009,0.68,0.049999124186081836,0.06639531254768372
36400,18.21350000000009,0.63,0.049999124186081836,0.03635171800851822
36500,17.66500000000008,0.55,0.049999124186081836,0.026834867894649506
36600,18.426500000000093,0.63,0.049999124186081836,0.07540381699800491
36700,17.35850000000008,0.56,0.049999124186081836,0.02184092253446579
36800,17.44600000000008,0.65,0.049999124186081836,0.05517829582095146
36900,16.925500000000078,0.57,0.049999124186081836,0.027284398674964905
37000,18.096000000000092,0.62,0.049999124186081836,0.024416668340563774
37100,18.31150000000009,0.66,0.049999124186081836,0.03724850341677666
37200,17.791000000000082,0.71,0.049999124186081836,0.02565748244524002
37300,19.0720000000001,0.73,0.049999124186081836,0.034329965710639954
37400,18.732500000000098,0.69,0.049999124186081836,0.02587517350912094
37500,17.68900000000008,0.63,0.049999124186081836,0.021703321486711502
37600,18.375500000000084,0.7,0.049999124186081836,0.022394198924303055
37700,16.840000000000067,0.6,0.049999124186081836,0.02861112728714943
37800,18.6570000000001,0.7,0.049999124186081836,0.06288681924343109
37900,16.818000000000076,0.6,0.049999124186081836,0.029287323355674744
38000,17.31300000000008,0.58,0.049999124186081836,0.032337091863155365
38100,17.47050000000008,0.61,0.049999124186081836,0.02963549830019474
38200,17.079500000000074,0.59,0.049999124186081836,0.031960874795913696
38300,17.857000000000074,0.68,0.049999124186081836,0.02520691603422165
38400,18.400500000000086,0.7,0.049999124186081836,0.02952425181865692
38500,19.0640000000001,0.74,0.049999124186081836,0.058450598269701004
38600,17.73850000000008,0.64,0.049999124186081836,0.060322970151901245
38700,18.7275000000001,0.72,0.049999124186081836,0.01903749443590641
38800,18.12800000000009,0.68,0.049999124186081836,0.02222766913473606
38900,19.505000000000095,0.77,0.049999124186081836,0.0177232064306736
39000,16.175500000000067,0.59,0.049999124186081836,0.02163541503250599
39100,17.804500000000083,0.67,0.049999124186081836,0.03902607411146164
39200,18.463500000000096,0.7,0.049999124186081836,0.020958293229341507
39300,18.84700000000009,0.73,0.049999124186081836,0.030670061707496643
39400,17.718500000000084,0.65,0.049999124186081836,0.025746574625372887
39500,17.12100000000008,0.61,0.049999124186081836,0.41201648116111755
39600,17.998000000000083,0.6,0.049999124186081836,0.02222222089767456
39700,18.442500000000088,0.6,0.049999124186081836,0.02508791722357273
39800,19.2035000000001,0.67,0.049999124186081836,0.036348700523376465
39900,19.394000000000098,0.72,0.049999124186081836,0.03171471133828163
40000,18.575000000000095,0.65,0.049999124186081836,0.022506365552544594
40100,17.60950000000008,0.62,0.049999124186081836,0.05115422606468201
40200,17.03950000000007,0.68,0.049999124186081836,0.023901890963315964
40300,18.700500000000083,0.71,0.049999124186081836,0.38197681307792664
40400,17.81300000000008,0.64,0.049999124186081836,0.021553145721554756
40500,18.45100000000009,0.69,0.049999124186081836,0.041688062250614166
40600,18.006500000000088,0.63,0.049999124186081836,0.06152135133743286
40700,18.068000000000094,0.56,0.049999124186081836,0.020453572273254395
40800,18.987000000000094,0.69,0.049999124186081836,0.0262872613966465
40900,18.686500000000095,0.67,0.049999124186081836,0.021096251904964447
41000,17.810500000000086,0.66,0.049999124186081836,0.07835373282432556
41100,17.83600000000008,0.64,0.049999124186081836,0.024764375761151314
41200,18.865000000000094,0.68,0.049999124186081836,0.4363345801830292
41300,17.243500000000076,0.62,0.049999124186081836,0.022937607020139694
41400,16.774000000000076,0.56,0.049999124186081836,0.032053057104349136
41500,18.43500000000008,0.68,0.049999124186081836,0.03258269652724266
41600,17.99850000000008,0.63,0.049999124186081836,0.03199879080057144
41700,17.13950000000007,0.55,0.049999124186081836,0.02530023828148842
41800,17.583000000000084,0.63,0.049999124186081836,0.01914125308394432
41900,17.766500000000075,0.6,0.049999124186081836,0.036420516669750214
42000,18.667500000000096,0.67,0.049999124186081836,0.02828286588191986
42100,17.977500000000088,0.6,0.049999124186081836,0.0432431697845459
42200,18.539000000000083,0.7,0.049999124186081836,0.03169970586895943
